Product_ID,Category,Material,Season,Price,Discount_Percentage,Customer_Rating,Stock_Level,Units_Sold,Return_Rate,Customer_Age,Region,Size,Production_Cost,Revenue
P10763,Shirt,Rayon,Summer,1680.84,29.9,4.2,92,110,10.65,33,North,M,1041.61,129609.57
P10764,Dress,Linen,Winter,1478.05,22.9,3.0,89,135,7.48,40,Central,XL,158.67,153842.83
P10765,Jeans,Denim,Winter,457.32,17.0,4.2,237,114,14.22,45,North,S,557.1,43271.62
P10766,Dress,Linen,Autumn,1510.83,23.4,2.7,492,113,5.03,30,West,S,872.13,130774.42
P10767,Hoodie,Denim,Winter,2226.4,15.6,2.9,312,131,17.19,29,South,S,765.65,246159.69
P10768,Trousers,Wool,Winter,1140.22,21.9,3.8,120,126,4.69,28,West,L,629.55,112204.49
P10769,T-Shirt,Cotton,Autumn,1747.17,17.9,4.8,379,115,8.9,39,West,L,807.58,164959.06
P10770,T-SHIRT,Rayon,Autumn,2010.95,28.3,4.6,319,134,5.0,48,West,L,683.82,193208.05
P10771,Dress,Cotton,Summer,954.19,11.9,4.9,80,117,12.75,44,North,L,1412.54,98355.04
P10772,T shirt,Linen,Spring,1229.22,49.4,4.1,445,1103,10.08,44,South,S,1152.84,82102.06
P10773,Trousers,Cotton,Winter,889.25,25.0,4.2,494,126,8.11,57,South,XL,1195.32,84034.12
P10774,Shirt,Wool,Autumn,1006.7,9.7,4.1,337,131,10.03,43,North,XL,1292.2,119085.56
P10775,Dress,Rayon,Summer,727.44,23.9,4.1,34,114,9.0,24,North,L,897.3,63108.33
P10776,T-Shirt,Linen,Spring,959.73,43.3,2.9,288,114,17.25,28,North,L,469.74,62035.03
P10777,Hoodie,Rayon,Autumn,2351.67,1.1,3.9,211,127,3.36,39,Central,S,666.21,295376.81
P10778,Hoodie,Denim,Spring,950.71,34.0,3.5,423,120,16.07,57,Central,S,855.71,75296.23
P10779,Jeans,Cotton,Spring,1575.88,27.4,3.6,234,132,13.45,36,West,XL,795.61,151019.73
P10780,T-Shirt,Rayon,Winter,1198.28,8.5,3.8,276,136,7.62,55,Central,M,352.24,149113.96
P10781,Jeans,Polyester,Winter,2207.32,40.9,2.8,428,122,18.46,37,North,XL,857.09,159152.19
P10782,Hoodie,Cotton,Autumn,2286.7,18.4,3.4,292,100,4.36,36,North,XL,414.0,186594.72
P10783,Trousers,Denim,Spring,2018.44,14.7,2.7,126,119,6.9,36,North,XL,1332.73,204885.79
P10784,Shirt,Rayon,Autumn,1683.68,41.4,4.9,76,132,8.12,53,South,S,983.87,130236.02
P10785,T-Shirt,Linen,Autumn,1361.36,31.9,2.8,56,112,13.31,44,South,L,692.9,103833.65
P10786,Sweater,Denim,Spring,784.88,44.9,3.1,250,138,18.98,34,Central,S,769.16,59680.71
P10787,Hoodie,Polyester,Autumn,2666.12,31.5,4.7,187,129,12.28,35,East,L,1267.71,235591.69
P10788,Hoodie,Rayon,Spring,1044.2,37.0,3.7,17,148,17.27,37,East,M,301.52,97361.21
P10789,Sweater,Wool,Spring,1898.19,41.8,2.8,192,117,18.19,59,North,M,606.08,129255.35
P10790,Jacket,Cotton,Spring,2135.74,2.7,3.5,86,112,9.86,58,South,M,910.1,232744.4
P10791,Hoodie,Linen,Spring,1166.83,38.8,2.8,435,123,9.98,25,West,L,132.98,87834.3
P10792,Dress,Wool,Summer,2122.81,30.7,3.0,76,106,5.75,57,Central,XL,707.96,155937.38
P10793,Trousers,Rayon,Spring,1958.53,3.5,2.6,157,116,12.43,28,South,L,616.73,219237.85
P10794,T-Shirt,Rayon,Winter,2536.78,25.4,3.6,182,115,3.28,47,North,M,1490.63,217630.36
P10795,Sweater,Denim,Winter,1218.39,4.1,4.5,44,119,13.05,29,North,XL,709.56,139043.89
P10796,Dress,Rayon,Winter,728.48,36.8,4.0,86,108,17.97,40,East,M,440.58,49723.13
P10797,Sweater,Linen,Spring,1196.71,27.3,4.0,413,119,15.45,23,North,L,484.39,103530.97
P10798,T-Shirt,Wool,Winter,1625.31,47.7,3.0,289,122,13.33,52,North,XL,-57.81,103704.53
P10799,Jeans,Linen,Summer,1534.93,9.2,3.4,194,129,16.93,32,West,L,1255.78,179789.42
P10800,T-Shirt,Polyester,Autumn,1263.94,30.3,,64,117,14.87,55,Central,L,782.53,103073.04
P10801,Jacket,Polyester,Spring,354.48,10.6,2.7,402,121,11.06,45,West,L,697.71,38345.52
P10802,T-Shirt,Cotton,Winter,1782.29,30.7,4.6,103,135,10.9,24,East,XL,1032.17,166742.14
P10803,T-Shirt,Cotton,Summer,2683.41,36.1,3.7,482,111,3.03,23,South,M,914.54,190331.59
P10804,Jacket,Polyester,Autumn,1778.55,36.1,4.6,153,112,9.25,44,East,M,754.82,127287.27
P10805,Trousers,Rayon,Summer,1865.48,40.8,3.3,256,131,10.93,19,North,XL,449.45,144671.7
P10806,Hoodie,Linen,Winter,1843.47,42.7,3.3,448,119,9.93,23,Central,S,587.49,125700.69
P10807,T-Shirt,Polyester,Summer,1738.23,3.9,4.4,209,118,15.74,49,North,XL,787.37,197111.81
P10808,Jacket,Cotton,Autumn,2059.0,17.2,4.5,245,120,4.06,46,Central,S,950.73,204582.24
P10809,Dress,Polyester,Winter,1737.22,34.4,3.1,323,126,16.1,51,Central,L,350.35,143591.66
P10810,Jeans,Rayon,Autumn,1312.39,24.9,4.9,329,132,15.09,18,Central,M,724.24,130099.85
P10811,Jeans,Polyester,Summer,1022.41,9.5,2.7,229,132,18.12,32,South,L,1137.91,122137.1
P10812,T-Shirt,Linen,Spring,1350.62,27.6,2.7,341,115,8.1,27,East,S,378.11,112452.62
P10813,Trousers,Wool,Spring,1688.48,20.4,4.0,380,109,4.35,27,South,XL,973.26,146499.28
P10814,Trousers,Rayon,Spring,1310.35,19.5,4.3,225,121,15.41,27,South,L,360.0,127634.64
P10815,Dress,Cotton,Spring,1688.6,40.5,4.9,58,134,12.18,54,South,XL,590.37,134632.08
P10816,T-Shirt,Linen,Autumn,1763.49,20.4,3.5,294,114,14.54,49,West,XL,155.99,160026.14
P10817,Jeans,Polyester,Spring,1999.91,1.3,2.6,472,110,19.94,53,West,S,840.48,217130.23
P10818,Trousers,Polyester,Autumn,2269.68,2.9,4.0,127,113,4.7,42,West,XL,519.04,249036.1
P10819,T-Shirt,Wool,Winter,1546.8,42.8,3.2,91,129,8.81,32,South,S,150.94,114135.28
P10820,Sweater,Cotton,Spring,715.33,48.0,,272,109,4.66,26,North,XL,791.5,40544.9
P10821,Trousers,Cotton,Autumn,1292.94,34.4,3.7,86,128,17.35,33,West,XL,1068.0,108565.59
P10822,Jacket,Denim,Spring,1526.44,18.2,2.7,220,111,1.32,58,West,XL,872.78,138597.7
P10823,Sweater,Cotton,Spring,398.54,46.9,3.7,131,119,3.57,36,South,M,858.0,25183.34
P10824,Hoodie,Wool,Spring,2333.2,33.1,3.6,334,126,5.71,29,East,XL,985.32,196674.76
P10825,Trousers,Denim,Autumn,1585.43,42.2,4.3,99,125,15.66,52,North,L,534.27,114547.32
P10826,Jeans,Denim,Summer,1728.81,38.3,4.1,267,117,12.94,22,,M,782.86,124801.07
P10827,Shirt,Polyester,Spring,2319.32,19.0,3.0,170,94,8.38,55,Central,S,1409.64,176593.02
P10828,Sweater,Polyester,Spring,1121.91,23.9,3.0,185,116,4.02,23,North,XL,794.09,99037.73
P10829,Hoodie,Cotton,Winter,1844.43,9.3,3.1,302,119,7.11,31,South,S,499.31,199074.86
P10830,Dress,Denim,Summer,1434.08,14.6,2.9,98,127,15.12,29,East,L,854.77,155537.45
P10831,Dress,Polyester,Autumn,1389.55,38.9,4.1,136,112,8.26,39,East,L,635.83,95089.69
P10832,Jeans,Wool,Winter,1036.68,44.7,5.0,482,109,9.79,58,Central,L,738.75,62487.96
P10833,Trousers,Polyester,Spring,2499.36,36.2,4.1,368,128,12.56,21,East,L,973.3,204107.74
P10834,T-Shirt,Rayon,Winter,1274.7,23.3,4.0,295,115,18.34,35,Central,XL,588.4,112434.91
P10835,Trousers,Rayon,Winter,1919.68,4.3,3.5,306,105,5.75,48,West,S,-106.78,192899.04
P10836,Jeans,Polyester,Spring,375.0,2.8,3.3,269,108,9.51,52,South,S,698.04,39366.0
P10837,Dress,Denim,Summer,2207.99,18.7,4.8,348,117,6.9,21,East,S,897.78,210026.22
P10838,Trousers,Denim,Summer,2131.33,23.2,4.9,484,119,9.86,26,South,M,1274.38,194786.51
P10839,Dress,Linen,Winter,1558.46,30.5,3.7,253,119,14.23,32,West,M,1071.21,128892.43
P10840,Sweater,Rayon,Spring,1363.83,0.3,3.2,120,133,10.16,59,North,XL,650.08,180845.22
P10841,Hoodie,Wool,Autumn,1740.0,49.5,4.4,432,110,16.86,38,North,M,893.94,96657.0
P10842,T-Shirt,Denim,Winter,2873.27,18.2,2.8,33,112,11.51,49,North,L,676.25,263237.5
P10843,Sweater,Cotton,Autumn,442.06,42.4,4.4,59,128,8.33,26,Central,XL,1015.55,32592.2
P10844,Dress,Rayon,Winter,1969.22,26.7,4.5,46,133,15.86,49,Central,XL,702.43,191977.29
P10845,Dress,Wool,Winter,953.03,6.5,2.8,190,136,9.2,33,North,XL,976.27,121187.29
P10846,Shirt,Wool,Spring,1488.05,39.9,4.9,262,119,10.8,22,West,S,1250.5,106423.85
P10847,Shirt,Denim,Spring,1351.27,35.5,5.0,34,121,19.9,59,Central,M,1514.16,105459.87
P10848,Sweater,Wool,Autumn,1243.01,26.4,4.8,358,127,15.94,48,North,L,302.71,116186.63
P10849,Jacket,Denim,Autumn,1493.72,25.7,3.7,134,126,17.25,42,South,XL,211.72,139839.08
P10850,Sweater,Polyester,Summer,819.5,4.4,3.1,40,141,12.26,18,North,L,469.0,110465.32
P10851,Shirt,Rayon,Spring,2117.51,32.8,4.0,246,121,7.62,20,North,XL,732.96,172178.97
P10852,Dress,Linen,Winter,423.51,45.6,3.5,236,118,19.83,38,South,L,591.69,27185.95
P10853,Jeans,Polyester,Winter,1823.86,4.7,3.0,357,141,5.64,45,Central,S,1124.62,245077.54
P10854,Sweater,Rayon,Summer,1304.08,13.2,3.6,47,116,17.58,20,South,L,512.37,131305.21
P10855,Dress,Denim,Spring,797.45,45.1,4.2,392,109,18.31,59,Central,M,415.97,47720.21
P10856,T-SHIRT,Rayon,Winter,1621.43,14.2,2.7,67,134,16.53,49,West,L,1151.16,186419.05
P10857,Jeans,Denim,Summer,565.83,32.7,3.3,245,110,3.17,49,Central,XL,913.13,41888.39
P10858,Shirt,Polyester,Summer,1523.83,26.7,2.5,190,108,17.23,47,East,XL,839.22,120632.48
P10859,Sweater,Cotton,Winter,646.27,29.8,4.4,123,121,13.61,30,Central,S,415.97,54895.47
P10860,Trousers,Cotton,Winter,1776.76,20.8,4.1,315,113,13.94,51,East,S,1071.65,159012.91
P10861,T-SHIRT,Rayon,Autumn,945.39,15.0,2.7,141,114,15.94,21,Central,XL,681.06,91608.29
P10862,Shirt,Cotton,Spring,1229.4,2.4,4.9,357,110,10.32,35,South,XL,790.62,131988.38
P10863,Shirt,,Autumn,1676.37,37.2,2.6,189,120,6.08,49,Central,L,852.22,126331.24
P10864,Trousers,Wool,Summer,1036.47,37.3,4.0,424,128,11.92,31,North,XL,1165.87,83182.94
P10865,T-Shirt,Denim,Winter,1465.22,33.5,4.4,480,1439,3.06,49,Central,S,883.21,112052.7
P10866,Dress,Wool,Autumn,591.7,32.2,4.5,87,112,13.82,23,South,S,544.49,44931.33
P10867,Jacket,Polyester,Summer,,12.2,2.6,229,124,10.18,34,South,M,748.06,204519.32
P10868,Sweater,Linen,Spring,2558.95,1.1,4.8,151,125,10.54,25,Central,M,953.71,316350.19
P10869,Jacket,Wool,Winter,25000.0,40.4,4.8,394,118,4.53,52,Central,XL,1259.62,223314.61
P10870,Dress,Cotton,Autumn,1554.7,24.6,3.9,52,110,1.78,41,Central,L,628.21,128946.82
P10871,Hoodie,Denim,Spring,1972.92,15.3,3.7,489,118,12.61,20,West,XL,602.11,197185.46
P10872,Shirt,Polyester,Autumn,431.62,5.1,2.6,127,118,13.52,34,East,S,978.71,48333.67
P10873,T-Shirt,Cotton,Summer,2401.64,3.1,3.9,68,112,10.47,53,Central,S,484.97,260645.19
P10874,Shirt,Polyester,Spring,1965.74,17.4,3.5,70,117,15.55,57,Central,S,560.55,189973.05
P10875,Jeans,Linen,Autumn,1209.64,40.2,4.4,50,109,11.71,34,East,XL,757.7,78846.75
P10876,Shirt,Denim,Spring,2242.31,45.9,3.5,283,101,17.12,47,North,XL,881.1,122522.06
P10877,Shirt,Rayon,Summer,1347.31,44.8,4.2,197,132,6.47,42,West,M,1055.63,98170.4
P10878,Dress,Denim,Spring,1225.18,46.0,2.8,462,120,5.62,39,West,S,799.26,79391.66
P10879,Dress,Linen,Autumn,1785.2,45.4,2.8,499,109,5.96,54,North,M,776.25,106244.39
P10880,Dress,Denim,Summer,861.99,26.4,2.8,344,120,1.58,28,East,S,921.81,76130.96
P10881,Jacket,Rayon,Winter,2112.97,11.0,2.6,196,119,18.11,29,East,M,290.17,223784.65
P10882,Jeans,Wool,Autumn,866.41,39.9,3.9,435,118,19.98,38,South,XL,773.8,61444.06
P10883,Hoodie,Polyester,Autumn,869.97,10.7,4.5,473,108,16.51,32,East,L,1233.95,83903.39
P10884,Hoodie,Rayon,Summer,954.19,13.4,4.0,237,116,8.84,29,West,L,984.77,95854.11
P10885,Dress,Cotton,Summer,1955.7,11.7,3.9,173,123,7.72,39,South,S,742.37,212406.62
P10886,T-Shirt,Linen,Winter,1129.93,25.7,4.2,433,120,15.72,56,Central,XL,970.69,100744.56
P10887,Jacket,Wool,Autumn,691.2,16.1,3.3,295,105,10.69,52,Central,S,379.9,60891.26
P10888,Trousers,Cotton,Summer,1136.59,7.7,3.4,111,121,18.85,59,Central,M,880.03,126937.78
P10889,T-Shirt,Cotton,Winter,1480.77,22.7,3.3,480,119,6.31,33,South,XL,739.72,136211.59
P10890,Sweater,Linen,Winter,791.42,43.7,4.3,276,126,7.15,50,West,M,780.98,56141.75
P10891,Sweater,Wool,Summer,808.99,28.5,2.9,133,126,19.98,31,East,M,639.26,72881.91
P10892,T-Shirt,Cotton,Autumn,2766.78,43.9,2.5,162,114,19.59,35,South,S,1171.12,176946.65
P10893,Dress,Cotton,Spring,983.66,9.8,4.0,438,131,17.82,33,West,M,601.71,116231.23
P10894,Trousers,Wool,Spring,1306.17,8.3,4.9,188,138,8.69,57,East,S,430.58,165290.59
P10895,Trousers,Denim,Winter,1279.66,28.8,4.0,436,108,16.91,20,North,M,305.84,98400.74
P10896,Jacket,Cotton,Spring,1247.19,23.2,4.5,75,117,6.38,43,,S,103.83,112067.5
P10897,Trousers,Polyester,Spring,1872.81,33.0,4.2,108,113,5.84,32,North,M,815.56,141790.45
P10898,Sweater,Wool,Summer,2068.89,39.7,3.7,440,122,11.38,53,Central,M,514.88,152199.96
P10899,Jeans,Cotton,Winter,1316.43,37.6,4.3,33,132,17.34,44,Central,M,359.24,108431.71
P10900,Dress,Linen,Autumn,758.11,47.1,4.6,342,112,2.85,34,West,S,670.93,44916.5
P10901,Trousers,Rayon,Winter,2264.66,19.9,3.1,258,132,11.74,31,North,XL,955.03,239447.03
P10902,Jacket,Polyester,Summer,1442.8,10.3,3.3,499,108,12.59,19,South,L,720.33,139772.69
P10903,Sweater,Rayon,Spring,2538.19,27.5,3.1,174,130,12.02,44,East,L,790.17,239224.41
P10904,Jeans,Rayon,Autumn,152.65,5.5,3.6,393,126,5.15,41,Central,S,1101.5,18176.04
P10905,Shirt,Cotton,Winter,1617.24,14.4,4.7,449,107,2.22,57,Central,S,997.06,148126.25
P10906,Shirt,Polyester,Spring,2651.16,10.4,3.4,103,106,18.0,52,Central,L,783.44,251796.57
P10907,Jeans,Polyester,Winter,1288.04,19.8,3.4,468,114,11.92,21,Central,XL,454.53,117762.92
P10908,Sweater,Denim,Autumn,1364.7,5.6,4.7,352,130,15.59,43,West,XL,585.9,167475.98
P10909,Jacket,Rayon,Winter,1677.31,1.6,3.8,133,131,7.92,53,West,L,758.59,216211.97
P10910,Jeans,Polyester,Winter,1164.72,32.8,3.8,311,121,1.81,21,North,M,965.28,94705.71
P10911,Dress,Denim,Winter,1312.76,30.5,4.7,165,124,5.93,51,South,M,852.27,113133.66
P10912,Dress,Wool,Spring,1297.31,35.4,3.7,358,100,2.39,30,North,S,564.53,83806.23
P10913,Shirt,Denim,Autumn,1123.55,33.0,4.2,258,108,2.49,57,South,L,870.28,81300.08
P10914,Trousers,Linen,Autumn,2237.31,5.7,2.7,445,118,5.07,58,West,L,1261.73,248954.43
P10915,Jacket,Cotton,Spring,1776.65,14.6,,280,130,13.04,18,Central,S,837.57,197243.68
P10916,Shirt,Wool,Spring,1650.38,6.5,3.5,438,101,16.54,18,North,XL,934.87,155853.64
P10917,Trousers,Wool,Spring,1985.14,42.1,3.7,67,131,16.61,26,South,XL,646.06,150570.88
P10918,Trousers,Linen,Summer,1341.39,37.3,4.9,204,118,18.82,28,East,L,692.44,99244.08
P10919,T shirt,Denim,Winter,1035.48,10.1,4.9,210,131,13.47,33,South,M,243.78,121947.44
P10920,Dress,Cotton,Winter,1138.43,17.1,4.6,81,111,1.38,46,North,L,791.02,104757.19
P10921,Sweater,Denim,Autumn,1501.07,48.3,3.3,256,126,8.17,53,West,L,-77.64,97782.7
P10922,T-Shirt,Polyester,Winter,864.47,29.7,4.9,490,108,3.12,32,Central,M,293.14,65634.02
P10923,Sweater,Denim,Summer,1199.84,40.1,4.2,107,127,15.77,56,East,L,850.76,91275.43
P10924,T-Shirt,Wool,Spring,1190.33,13.2,3.5,338,105,3.27,19,North,XL,453.38,108486.68
P10925,Jeans,Cotton,Autumn,2774.73,10.5,4.3,90,112,3.01,27,West,XL,155.61,278138.94
P10926,Dress,Denim,Autumn,-164.29,39.2,2.5,434,126,1.54,28,South,M,770.49,-12585.93
P10927,Trousers,Cotton,Winter,1392.23,34.3,2.9,74,125,19.15,47,West,XL,287.89,114336.89
P10928,Jacket,Cotton,Autumn,2535.42,34.0,4.6,433,122,15.93,40,West,M,1065.44,204152.02
P10929,T-Shirt,Polyester,Spring,1573.11,27.6,4.1,14,132,7.33,39,Central,M,891.98,150338.98
P10930,Sweater,Polyester,Autumn,1952.05,28.2,3.4,487,112,8.15,59,North,L,1298.26,156976.05
P10931,Trousers,Wool,Spring,1559.9,36.8,3.8,468,143,2.13,53,West,M,867.37,140977.52
P10932,T-Shirt,Linen,Summer,1099.6,13.5,4.8,293,120,4.0,46,South,XL,1315.98,114138.48
P10933,T-Shirt,Cotton,Summer,154.85,17.6,4.1,303,144,6.92,49,South,XL,460.05,18373.88
P10934,Hoodie,Linen,Spring,1623.27,43.6,3.5,90,120,8.37,50,Central,S,568.52,109862.91
P10935,T-Shirt,Wool,Winter,1034.64,15.4,2.8,96,114,12.78,56,West,XL,837.74,99784.82
P10936,Jacket,Cotton,Autumn,1019.8,27.3,3.2,411,119,7.66,26,South,L,712.29,88225.96
P10937,Dress,Cotton,Winter,1200.61,35.1,4.9,302,114,19.14,18,South,M,793.56,88828.33
P10938,Jacket,Rayon,Autumn,2546.92,50.0,3.6,420,119,7.51,35,Central,XL,741.08,151541.74
P10939,Shirt,Linen,Summer,2942.9,21.8,3.7,290,128,18.89,39,West,S,687.88,294572.52
P10940,Trousers,Denim,Summer,1630.32,21.4,3.7,206,116,14.87,54,Central,S,468.77,148646.06
P10941,Dress,Polyester,Summer,1221.14,42.1,4.7,261,119,18.1,31,West,M,530.04,84137.77
P10942,Hoodie,Denim,Autumn,793.66,40.3,4.0,92,117,14.36,39,South,XL,481.93,55436.36
P10943,Dress,Linen,Summer,1781.12,36.6,4.2,36,104,11.8,50,North,XL,455.49,117439.93
P10944,Dress,Polyester,Summer,2569.74,23.2,3.5,342,113,10.67,23,South,S,769.67,223012.32
P10945,Sweater,,Summer,1351.6,16.2,2.6,191,127,6.54,44,North,XL,534.95,143845.38
P10946,Dress,Rayon,Summer,72.6,30.4,4.8,144,134,6.67,23,West,XL,592.63,6770.97
P10947,Hoodie,Polyester,Winter,1902.03,43.8,4.9,99,118,5.24,58,West,M,1170.07,126135.02
P10948,Jacket,Cotton,Summer,2091.24,44.2,4.9,215,120,8.33,33,East,XL,893.49,140029.43
P10949,Dress,Denim,Summer,548.49,5.4,4.9,36,107,3.41,19,West,XL,992.76,55519.25
P10950,Jeans,Polyester,Winter,1605.89,21.4,4.5,387,101,8.36,54,West,S,1086.58,127485.18
P10951,Trousers,Rayon,Winter,1770.74,23.2,4.2,68,126,16.84,46,East,L,1243.06,171350.97
P10952,Dress,Polyester,Autumn,1456.14,48.9,4.6,81,135,17.54,40,North,XL,746.4,100451.82
P10953,Trousers,Polyester,Spring,1025.54,33.9,4.0,424,125,13.21,38,West,M,832.15,84735.24
P10954,Jeans,Rayon,Summer,2109.56,20.4,2.8,236,107,5.88,30,Central,S,595.2,179675.44
P10955,Jeans,,Summer,1257.97,1.3,3.5,100,117,5.57,18,West,S,498.32,145269.12
P10956,Trousers,Wool,Summer,608.89,28.3,4.9,77,132,6.28,46,West,M,302.84,57627.79
P10957,T-Shirt,Denim,Autumn,270.32,4.8,3.4,371,125,10.5,24,South,L,446.03,32168.08
P10958,Shirt,Linen,Summer,2256.51,41.7,4.7,269,112,19.55,48,West,XL,592.67,147341.08
P10959,Sweater,Rayon,Spring,1870.0,37.6,2.7,155,116,3.07,39,West,XL,809.93,135358.08
P10960,T-Shirt,Denim,Winter,1552.78,23.0,3.3,72,120,10.51,33,Central,M,407.57,143476.87
P10961,T-Shirt,Polyester,Autumn,1235.84,21.5,3.4,352,136,13.96,45,East,S,458.34,131938.28
P10962,Jacket,Rayon,Winter,1182.6,44.9,2.6,489,120,5.67,56,East,M,122.29,78193.51
P10963,Sweater,Cotton,Summer,854.56,14.4,2.8,469,112,19.41,42,East,L,543.9,81928.38
P10964,Sweater,Denim,Summer,1241.13,12.5,3.0,189,117,7.63,31,South,S,768.73,127060.68
P10965,T-Shirt,,Summer,227.95,47.0,4.6,477,113,18.71,38,West,L,765.69,13651.93
P10966,tshirt,Denim,Spring,1058.36,40.5,2.7,120,106,12.35,36,North,L,653.33,66750.77
P10967,Jacket,Rayon,Spring,1313.44,41.0,3.2,200,111,1.08,30,North,S,675.02,86017.19
P10968,Jacket,Polyester,Autumn,1865.93,9.8,2.5,438,113,6.91,19,Central,L,751.65,190186.78
P10969,Jeans,Cotton,Winter,1476.04,7.2,4.2,405,120,1.41,53,South,S,1123.59,164371.81
P10970,Hoodie,Cotton,Summer,1976.95,1.3,4.1,401,113,8.25,31,South,L,642.3,220491.21
P10971,Sweater,Linen,Summer,2309.48,11.9,4.1,255,118,18.72,51,West,L,707.84,240088.92
P10972,T-Shirt,Rayon,Summer,2134.9,38.7,3.4,287,142,15.8,35,North,S,361.31,185834.51
P10973,Jeans,Denim,Summer,1782.31,12.0,3.0,356,113,12.78,41,South,L,891.13,177232.91
P10974,Trousers,Cotton,Spring,1507.12,36.5,,434,116,11.23,47,Central,L,731.01,111014.46
P10975,Shirt,Cotton,Winter,911.53,12.6,4.5,381,115,8.08,36,North,XL,590.93,91617.88
P10976,Hoodie,Wool,Winter,1943.97,19.8,2.8,306,130,5.02,53,South,L,396.33,202678.31
P10977,Hoodie,Wool,Autumn,2507.85,49.2,3.7,346,124,2.19,38,West,M,854.54,157974.49
P10978,Hoodie,Cotton,Spring,1705.26,12.2,3.1,132,122,4.61,36,West,L,422.69,182660.63
P10979,Jacket,Rayon,Summer,2650.36,18.8,2.9,66,125,7.68,43,West,M,909.34,269011.54
P10980,Trousers,Linen,Winter,584.66,15.1,4.3,169,107,10.88,52,West,S,1287.45,53112.27
P10981,Hoodie,Cotton,Winter,807.5,5.5,3.8,136,122,4.88,57,North,S,1095.55,93096.67
P10982,Trousers,Polyester,Spring,2013.12,24.5,3.0,234,121,19.51,21,North,XL,759.06,183908.58
P10983,Dress,Denim,Autumn,1658.57,18.9,3.3,104,111,2.46,38,South,S,937.26,149306.13
P10984,Hoodie,Linen,Autumn,2288.27,34.7,4.9,320,129,2.8,20,Central,M,541.5,192757.0
P10985,Shirt,Polyester,Summer,1490.72,40.9,4.6,15,119,13.97,22,East,S,355.86,104840.85
P10986,Trousers,Linen,Autumn,979.21,27.2,4.7,432,118,15.35,46,East,S,789.85,84118.06
P10987,Trousers,Polyester,Winter,1371.84,1.6,3.7,274,114,19.48,36,West,L,569.88,153887.52
P10988,Shirt,Denim,Autumn,580.39,30.9,4.1,243,121,11.08,34,South,M,338.42,48526.99
P10989,Hoodie,Denim,Summer,822.85,2.8,3.4,297,125,4.15,51,East,M,236.94,99976.28
P10990,Shirt,Wool,Winter,2083.47,30.8,2.7,429,127,18.82,37,East,M,660.01,183103.68
P10991,Trousers,Rayon,Autumn,2023.67,34.3,3.5,393,117,19.62,45,East,S,1047.94,155557.49
P10992,Shirt,Polyester,Autumn,1717.8,9.9,4.0,25,116,18.55,26,East,M,702.96,179537.58
P10993,Trousers,Wool,Spring,467.35,41.0,3.2,149,124,17.56,20,East,S,688.82,34191.33
P10994,Trousers,Polyester,Summer,1284.96,45.6,4.6,306,137,2.47,27,South,S,734.19,95765.5
P10995,Dress,Wool,Autumn,765.0,40.7,2.9,204,127,17.24,38,East,XL,463.36,57612.92
P10996,T-Shirt,Denim,Spring,2205.92,15.3,3.4,195,130,19.11,58,East,XL,618.04,242893.85
P10997,Trousers,Linen,Winter,1149.77,29.3,2.8,484,117,11.49,21,South,S,1126.02,95107.82
P10998,Hoodie,Wool,Spring,848.55,45.7,3.5,484,133,15.68,39,North,S,1208.23,61281.43
P10999,Jeans,Polyester,Spring,1517.88,16.0,2.6,402,104,13.56,24,North,L,1063.15,132602.0
P11000,Jacket,Polyester,Autumn,1115.91,41.0,3.2,134,112,6.47,29,North,XL,981.03,73739.33
P11001,Sweater,Rayon,Autumn,2390.25,0.5,3.5,26,114,12.16,28,East,M,1214.29,271126.06
P11002,T-Shirt,Denim,Autumn,1059.11,0.2,3.7,375,110,17.9,39,South,XL,423.53,116269.1
P11003,T-Shirt,Polyester,Spring,660.46,38.0,3.9,398,128,10.43,46,North,XL,1566.94,52414.11
P11004,T-Shirt,Cotton,Winter,208.25,38.1,3.2,35,130,12.21,44,West,XL,133.0,16757.88
P11005,Dress,Linen,Summer,1481.53,39.4,3.8,222,122,11.1,37,West,M,652.52,109532.48
P11006,Trousers,Wool,Spring,1162.84,46.5,3.8,394,110,6.37,31,South,S,-290.67,68433.13
P11007,Dress,Rayon,Autumn,642.66,5.9,3.3,10,104,13.23,24,East,XL,975.69,62893.28
P11008,Trousers,Linen,Summer,2213.54,11.6,4.6,300,108,10.68,32,North,XL,399.86,211331.09
P11009,Hoodie,Denim,Winter,1900.35,45.2,3.9,274,119,5.42,45,East,S,432.05,123925.62
P11010,Dress,Rayon,Summer,1483.07,8.9,3.3,352,122,18.01,27,North,S,1161.44,164831.37
P11011,Dress,Wool,Autumn,,34.1,4.9,47,97,19.05,20,Central,L,676.78,148211.87
P11012,Jacket,Wool,Spring,1897.52,26.5,4.6,242,124,2.05,29,Central,XL,941.44,172939.97
P11013,Jeans,Cotton,Spring,1006.29,4.2,5.0,269,121,12.82,30,East,S,610.16,116647.12
P11014,Dress,Denim,Autumn,876.47,14.3,4.2,317,117,8.89,56,West,M,465.08,87882.77
P11015,Jacket,Rayon,Spring,1990.79,26.0,3.4,412,117,10.99,51,East,M,1017.99,172362.6
P11016,Shirt,Rayon,Autumn,1737.82,42.6,3.2,494,110,8.1,18,North,L,801.4,109725.95
P11017,Jeans,Polyester,Spring,1601.85,35.4,4.2,270,125,10.01,55,East,XL,814.12,129349.39
